"TagCode"	"agency"	"run"	"hatchery"	"stock"	"release_loc"	"brood_year"	"hatch_reg"	"stock_reg"	"rel_reg"	"DIT"
"060684"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2014	"KLTR"	"KLTR"	"KLTR"	NA
"062375"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"WICKLAND OIL TERMINAL"	2020	"SAFA"	"SAFA"	"CECA"	NA
"062299"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2020	"SAFA"	"SAFA"	"CECA"	NA
"061504"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061460"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2017	"SAFA"	"SAFA"	"CECA"	NA
"200169"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2021	"UPCR"	"UPCR"	"UPCR"	NA
"056129"	"USFWS"	"Spring"	"KOOSKIA NAT"	NA	"CLEAR CRK:CLWTR R"	2016	"SNAK"	NA	"SNAK"	NA
"061461"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2017	"SAFA"	"SAFA"	"CECA"	NA
"061501"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"060630"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ RIV JERSEY PT"	2013	"SJOA"	"SJOA"	"SJOA"	NA
"060631"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ RIV JERSEY PT"	2013	"SJOA"	"SJOA"	"SJOA"	NA
"0608000807"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"YOLO BYPASS"	2012	"SAFA"	"SAFA"	"SAFA"	NA
"068697"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQUIN RIV AB MERCED"	2015	"SJOA"	"SAFA"	"SJOA"	NA
"068799"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2010	"KLTR"	"KLTR"	"KLTR"	NA
"056128"	"USFWS"	"Spring"	"DWORSHAK NAT. HATCH"	NA	"DWORSHAK NAT. HATCH"	2016	"SNAK"	NA	"SNAK"	NA
"056127"	"USFWS"	"Spring"	"DWORSHAK NAT. HATCH"	NA	"DWORSHAK NAT. HATCH"	2016	"SNAK"	NA	"SNAK"	NA
"056126"	"USFWS"	"Spring"	"DWORSHAK NAT. HATCH"	NA	"DWORSHAK NAT. HATCH"	2016	"SNAK"	NA	"SNAK"	NA
"062361"	"CDFW"	"Fall"	"MOK R FISH INS"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2020	"SJOA"	"SAFA"	"CECA"	NA
"062340"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"WICKLAND OIL TERMINAL"	2020	"SAFA"	"SAFA"	"CECA"	NA
"060777"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2015	"KLTR"	"KLTR"	"KLTR"	NA
"060446"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER R HATCHERY"	"LAKE OROVILLE"	2013	"SAFA"	"SAFA"	"SAFA"	NA
"056122"	"USFWS"	"Spring"	"DWORSHAK NAT. HATCH"	NA	"DWORSHAK NAT. HATCH"	2016	"SNAK"	NA	"SNAK"	NA
"061463"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2017	"SAFA"	"SAFA"	"CECA"	NA
"062341"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"WICKLAND OIL TERMINAL"	2020	"SAFA"	"SAFA"	"CECA"	NA
"220282"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"SNAKE R @PITTSBURG L"	2019	"SNAK"	"SNAK"	"SNAK"	NA
"061404"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"060452"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER R HATCHERY"	"LAKE OROVILLE"	2013	"SAFA"	"SAFA"	"SAFA"	NA
"100278"	"IDFG"	"Spring"	"CLEARWATER HATCHERY"	"S FK CLEARWATER"	"RED RIVER: SFK CLWTR"	2013	"SNAK"	"SNAK"	"SNAK"	NA
"061405"	"CDFW"	"Spring"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FEATHER BOYDS PUMP RAMP"	2017	"SAFA"	"SAFA"	"SAFA"	NA
"200167"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2020	"UPCR"	"UPCR"	"UPCR"	NA
"062342"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2020	"SAFA"	"SAFA"	"CECA"	NA
"615402"	"CRITFC"	"Spring"	"THREE MILE DAM (UMAT"	"CARSON (WASH)"	"WALLA WALLA R (COLUMBIA)"	2011	"CECR"	"CECR"	"UPCR"	NA
"615403"	"CRITFC"	"Spring"	"THREE MILE DAM (UMAT"	"CARSON (WASH)"	"WALLA WALLA R (COLUMBIA)"	2012	"CECR"	"CECR"	"UPCR"	NA
"615404"	"CRITFC"	"Spring"	"THREE MILE DAM (UMAT"	"CARSON (WASH)"	"WALLA WALLA R (COLUMBIA)"	2013	"CECR"	"CECR"	"UPCR"	NA
"061464"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2017	"SAFA"	"SAFA"	"CECA"	NA
"615406"	"CRITFC"	"Spring"	"THREE MILE DAM (UMAT"	"CARSON (WASH)"	"WALLA WALLA R (COLUMBIA)"	2015	"CECR"	"CECR"	"UPCR"	NA
"061465"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"AMERICAN R AT JIBBOOM"	2017	"SAFA"	"SAFA"	"SAFA"	NA
"061505"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2017	"KLTR"	"KLTR"	"KLTR"	NA
"061538"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"061539"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"061540"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"068728"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"MERCED R FISH FACIL"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"055848"	"USFWS"	"Late fall"	"COLEMAN NFH"	"COLEMAN NFH"	"COLEMAN NFH"	2015	"SAFA"	"SAFA"	"SAFA"	NA
"220195"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"CAPTAIN JOHNS PD"	2019	"SNAK"	"SNAK"	"SNAK"	NA
"220196"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"CAPTAIN JOHNS PD"	2019	"SNAK"	"SNAK"	"SNAK"	NA
"060975"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2016	"SAFA"	"SAFA"	"CECA"	NA
"060778"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2015	"KLTR"	"KLTR"	"KLTR"	NA
"060598"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"FORT BAKER MINOR PT"	2016	"SJOA"	"SJOA"	"CECA"	NA
"200150"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2018	"UPCR"	"UPCR"	"UPCR"	NA
"200166"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"WINTHROP HATCHERY"	"RIVERSIDE POND"	2020	"UPCR"	"UPCR"	""	"DIT"
"062298"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2020	"SAFA"	"SAFA"	"CECA"	NA
"062362"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"WICKLAND OIL TERMINAL"	2020	"SAFA"	"SAFA"	"CECA"	NA
"220126"	"NPT"	"Summer"	"MCCALL HATCHERY"	"JOHNSON CRK"	"JOHNSON CREEK TRAP"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"061473"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL OP JRSY"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"062363"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"PT SAN QUENTIN"	2020	"SAFA"	"SAFA"	"CECA"	NA
"200117"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"METHOW R     48.0002"	"RIVERSIDE POND"	2014	"UPCR"	"UPCR"	""	"DIT"
"060411"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL OP JRSY"	2011	"SJOA"	"SJOA"	"SJOA"	NA
"220180"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER"	"NEWSOME CK:SFK CLWTR"	2019	"SNAK"	"SNAK"	"SNAK"	"DIT"
"062376"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"MARE ISLAND NET PEN"	2020	"SAFA"	"SAFA"	"CECA"	NA
"060667"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"WICKLAND OIL NET PEN"	2014	"SAFA"	"SAFA"	"CECA"	NA
"068207"	"CDFW"	"Fall"	"MOK R FISH INS"	"FEATHER RIVER"	"FORT BAKER MINOR PT"	2020	"SJOA"	"SAFA"	"CECA"	NA
"060664"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"WICKLAND OIL NET PEN"	2014	"SAFA"	"SAFA"	"CECA"	NA
"100448"	"IDFG"	"Spring"	"SAWTOOTH HATCHERY"	"SALMON R"	"SAWTOOTH HATCHERY"	2018	"SNAK"	"SNAK"	"SNAK"	NA
"060668"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"WICKLAND OIL NET PEN"	2014	"SAFA"	"SAFA"	"CECA"	NA
"636464"	"WDFW"	"Spring"	"TWISP ACCLIMATION PD"	"TWISP R      48.0374"	"TWISP R      48.0374"	2012	"UPCR"	"UPCR"	"UPCR"	"DIT"
"100451"	"IDFG"	"Spring"	"SAWTOOTH HATCHERY"	"SALMON R"	"YANKEE FK@ 3RD BR UP"	2018	"SNAK"	"SNAK"	"SNAK"	NA
"060737"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"WICKLAND OIL NET PEN"	2015	"SAFA"	"SAFA"	"CECA"	NA
"637438"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2018	"SPS"	"SPS"	"SPS"	"DIT"
"200163"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2020	"UPCR"	"UPCR"	""	NA
"100457"	"IDFG"	"Spring"	"CLEARWATER HATCHERY"	"DWORSHAK"	"N. FK CLWTR @  RAMP"	2018	"SNAK"	"SNAK"	"SNAK"	NA
"061482"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"MOK R WOODBRIDGE"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"062345"	"CDFW"	"Fall"	"FEATHER R HATCHERY"	"FEATHER RIVER"	"PT SAN QUENTIN"	2020	"SAFA"	"SAFA"	"CECA"	NA
"211320"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2018	"SPS"	"SPS"	"SPS"	NA
"061483"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"MOK R FISH INS"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"200140"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2016	"UPCR"	"UPCR"	""	NA
"211342"	"NWIFC"	"Fall"	"MCALLISTER SPRINGS HATCH"	"CLEAR CR    11.0013C"	"MCALLISTER SPRINGS HATCH"	2018	"SPS"	"SPS"	"SPS"	NA
"211321"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2018	"SPS"	"SPS"	"SPS"	NA
"220145"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"SNAKE R@PITT. LNDG"	2012	"SNAK"	"SNAK"	"SNAK"	NA
"211337"	"NWIFC"	"Fall"	"KALAMA CR HATCHERY"	"KALAMA CR    11.0017"	"KALAMA CR    11.0017"	2018	"SPS"	"SPS"	"SPS"	NA
"060990"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"MOK R FISH INS"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"060593"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN FRANCISCO MAJ.PT"	2013	"SJOA"	"SJOA"	"CECA"	NA
"061994"	"CDFW"	"Fall"	"NIMBUS FISH HATCHERY"	"AMERICAN RIVER"	"AMERICAN R AT SUNRISE"	2018	"SAFA"	"SAFA"	"SAFA"	NA
"200108"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2013	"UPCR"	"UPCR"	""	NA
"211343"	"NWIFC"	"Fall"	"KALAMA CR HATCHERY"	"KALAMA CR    11.0017"	"KALAMA CR    11.0017"	2018	"SPS"	"SPS"	"SPS"	NA
"637437"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2018	"SPS"	"SPS"	"SPS"	"DIT"
"054799"	"USFWS"	"Spring"	"DWORSHAK NAT. HATCH"	NA	"DWORSHAK NAT. HATCH"	2018	"SNAK"	NA	"SNAK"	NA
"211408"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2021	"NOWA"	"NOWA"	"NOWA"	"DIT"
"041539"	"ADFG"	"Spring"	NA	"UNUK R 101-75"	"UNUK R 101-75"	2014	NA	"SEAK"	"SEAK"	NA
"060674"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2014	"SJOA"	"SJOA"	"SJOA"	NA
"211424"	"NWIFC"	"Spring"	"LUMMI HATCHERY -POND"	"KENDALL CR   01.0406"	"LUMMI SEA PONDS"	2021	"NOWA"	"NOWA"	"NOWA"	NA
"068790"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"060670"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2014	"SJOA"	"SJOA"	"SJOA"	NA
"211425"	"NWIFC"	"Spring"	"LUMMI HATCHERY -POND"	"KENDALL CR   01.0406"	"LUMMI SEA PONDS"	2021	"NOWA"	"NOWA"	"NOWA"	NA
"055243"	"USFWS"	"Spring"	"DWORSHAK NAT. HATCH"	NA	"DWORSHAK NAT. HATCH"	2018	"SNAK"	NA	"SNAK"	NA
"211315"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2018	"NOWA"	"NOWA"	"NOWA"	NA
"211331"	"NWIFC"	"Spring"	"LUMMI SEA PONDS"	"KENDALL CR   01.0406"	"LUMMI HATCHERY -POND"	2018	"NOWA"	"NOWA"	"NOWA"	NA
"060951"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"060779"	"CDFW"	"Spring"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2015	"KLTR"	"KLTR"	"KLTR"	NA
"211336"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"NOOKSACK -SF 01.0246"	2018	"NOWA"	"NOWA"	"NOWA"	NA
"211348"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2018	"NOWA"	"NOWA"	"NOWA"	"DIT"
"060715"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ RIV JERSEY PT"	2014	"SJOA"	"SJOA"	"SJOA"	NA
"060717"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ RIV JERSEY PT"	2014	"SJOA"	"SJOA"	"SJOA"	NA
"060718"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MOKELUMNE RIVER"	"SAN JOAQ RIV JERSEY PT"	2014	"SJOA"	"SJOA"	"SJOA"	NA
"060719"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MOKELUMNE RIVER"	"SAN JOAQ RIV JERSEY PT"	2014	"SJOA"	"SJOA"	"SJOA"	NA
"053879"	"USFWS"	"Spring"	"CARSON NFH"	"WIND R       29.0023"	"WIND R       29.0023"	2016	"CECR"	"CECR"	"CECR"	NA
"200111"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2013	"UPCR"	"UPCR"	""	NA
"211176"	"NWIFC"	"Spring"	"WHITE RIVER HATCHERY"	"WHITE R      10.0031"	"WHITE R      10.0031"	2015	"MPS"	"MPS"	"MPS"	"DIT"
"060716"	"CDFW"	"Fall"	"MERCED R FISH FACIL"	"MERCED RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2014	"SJOA"	"SJOA"	"SJOA"	NA
"053881"	"USFWS"	"URB L-Fall"	"WILLARD NFH"	"COLUMBIA R UPRIVER S"	"L WHITE SALMON@WILRD"	2017	"CECR"	"UPCR"	"CECR"	NA
"200132"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"CHIEF JOSEPH HATCHERY"	2016	"UPCR"	"UPCR"	"UPCR"	NA
"060780"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2015	"KLTR"	"KLTR"	"KLTR"	NA
"211185"	"NWIFC"	"Summer"	"BEAR SPRINGS 1  (20)"	"SOL DUC R   20.0096"	"SOL DUC R   20.0096"	2015	"NWC"	"NWC"	"NWC"	"DIT"
"060412"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2011	"SJOA"	"SJOA"	"SJOA"	NA
"211452"	"NWIFC"	"Spring"	"LUMMI HATCHERY -POND"	"NOOKSACK R -NF"	"LUMMI HATCHERY -POND"	2021	"NOWA"	"NOWA"	"NOWA"	NA
"220121"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"SNAKE R@PITT. LNDG"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"211316"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2018	"NOWA"	"NOWA"	"NOWA"	"DIT"
"053882"	"USFWS"	"URB L-Fall"	"WILLARD NFH"	"COLUMBIA R UPRIVER S"	"L WHITE SALMON@WILRD"	2017	"CECR"	"UPCR"	"CECR"	"DIT"
"638284"	"NWIFC"	"Fall"	"GORST CR REARING PND"	"MINTER CR    15.0048"	"GORST CR REAR.POND-2"	2021	"MPS"	"SPS"	"MPS"	NA
"200116"	"CCT"	"Summer"	"CHIEF JOSEPH HATCHERY"	"OKANOGAN R   49.0019"	"OMAK POND"	2014	"UPCR"	"UPCR"	""	NA
"211122"	"NWIFC"	"Summer"	"BERNIE GOBIN HATCH"	"SNOHOMISH R  07.0012"	"TULALIP CR   07.0001"	2014	"NPS"	"NPS"	"NPS"	"DIT"
"055046"	"USFWS"	"Spring"	"WILLARD NFH"	"LTL WHITE SALMON-NFH"	"L WHITE SALMON@WILRD"	2012	"CECR"	"CECR"	"CECR"	NA
"055729"	"USFWS"	"Fall"	"SPRING CR NFH"	"SPRING CR    29.0159"	"SPRING CR    29.0159"	2014	"CECR"	"CECR"	"CECR"	"DIT"
"055730"	"USFWS"	"Fall"	"SPRING CR NFH"	"SPRING CR    29.0159"	"SPRING CR    29.0159"	2014	"CECR"	"CECR"	"CECR"	NA
"211459"	"NWIFC"	"Summer"	"BERNIE GOBIN HATCH"	"MAY CR       07.0943"	"TULALIP CR   07.0001"	2021	"NPS"	"NPS"	"NPS"	NA
"060986"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2016	"SJOA"	"SJOA"	"SJOA"	NA
"055685"	"USFWS"	"Spring"	"WARM SPRINGS NFH"	"WARM SPRINGS R"	"WARM SPRINGS R"	2016	"CECR"	"CECR"	"CECR"	NA
"060688"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2014	"KLTR"	"KLTR"	"KLTR"	NA
"055755"	"USFWS"	"Spring"	"WARM SPRINGS NFH"	"WARM SPRINGS R"	"WARM SPRINGS R"	2016	"CECR"	"CECR"	"CECR"	NA
"211460"	"NWIFC"	"Summer"	"BERNIE GOBIN HATCH"	"MAY CR       07.0943"	"TULALIP CR   07.0001"	2021	"NPS"	"NPS"	"NPS"	"DIT"
"200151"	"CCT"	"Spring"	"CHIEF JOSEPH HATCHERY"	"LEAVENWORTH HATCHERY"	"CHIEF JOSEPH HATCHERY"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"055826"	"USFWS"	"Fall"	"SPRING CR NFH"	"SPRING CR    29.0159"	"SPRING CR    29.0159"	2017	"CECR"	"CECR"	"CECR"	"DIT"
"061471"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"055827"	"USFWS"	"Fall"	"SPRING CR NFH"	"SPRING CR    29.0159"	"SPRING CR    29.0159"	2017	"CECR"	"CECR"	"CECR"	NA
"211319"	"NWIFC"	"Fall"	"HOKO FALLS HATCHERY"	"HOKO R       19.0148"	"HOKO R       19.0148"	2018	"JUAN"	"JUAN"	"JUAN"	NA
"211199"	"NWIFC"	"Spring"	"NF SKOKOMISH HATCHERY"	"SKAGIT R     03.0176"	"NF SKOKOMISH DAM #2 POOL"	2015	"HOOD"	"SKAG"	"HOOD"	"DIT"
"211201"	"NWIFC"	"Fall"	"HOKO FALLS HATCHERY"	"HOKO R       19.0148"	"HOKO R       19.0148"	2016	"JUAN"	"JUAN"	"JUAN"	NA
"211214"	"NWIFC"	"Fall"	"HOKO FALLS HATCHERY"	"HOKO R       19.0148"	"HOKO R       19.0148"	2016	"JUAN"	"JUAN"	"JUAN"	NA
"061476"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
"211511"	"NWIFC"	"Spring"	"SKOOKUM CR HATCHERY"	"NOOKSACK -SF 01.0246"	"SKOOKUM CR   01.0273"	2021	"NOWA"	"NOWA"	"NOWA"	NA
"211219"	"NWIFC"	"Fall"	"GROVERS CR HATCHERY"	"GROVERS CR   15.0299"	"GROVERS CR HATCHERY"	2016	"MPS"	"MPS"	"MPS"	NA
"211519"	"NWIFC"	"Summer"	"LONESOME CR HATCHERY"	"SOL DUC R   20.0096"	"BEAR SPRINGS 1  (20)"	2020	"NWC"	"NWC"	"NWC"	"DIT"
"211220"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2016	"SPS"	"SPS"	"SPS"	NA
"211229"	"NWIFC"	"Fall"	"KALAMA CR HATCHERY"	"KALAMA CR    11.0017"	"KALAMA CR    11.0017"	2016	"SPS"	"SPS"	"SPS"	NA
"211314"	"QDNR"	"Fall"	"SALMON R FISH CULTUR"	"QUEETS R     21.0016"	"SALMON R     21.0139"	2018	"NWC"	"NWC"	"NWC"	NA
"055830"	"USFWS"	"Spring"	"LTL WHITE SALMON NFH"	"LTL WHITE SALMON-NFH"	"LTL WHITE SALMON@NFH"	2016	"CECR"	"CECR"	"CECR"	NA
"211349"	"QDNR"	"Fall"	"QUINAULT LK HATCHERY"	"QUINAULT LK   (21)"	"QUINAULT LK (GRAY)"	2018	"NWC"	"NWC"	"NWC"	NA
"211230"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"MCALLISTER SPRINGS HATCH"	2016	"SPS"	"SPS"	"SPS"	NA
"055831"	"USFWS"	"Spring"	"LTL WHITE SALMON NFH"	"LTL WHITE SALMON-NFH"	"LTL WHITE SALMON@NFH"	2016	"CECR"	"CECR"	"CECR"	NA
"211235"	"NWIFC"	"Spring"	"WHITE RIVER HATCHERY"	"WHITE R      10.0031"	"WHITE R      10.0031"	2016	"MPS"	"MPS"	"MPS"	"DIT"
"211537"	"NWIFC"	"Fall"	"CLEAR CREEK HATCHERY"	"CLEAR CR    11.0013C"	"CLEAR CR    11.0013C"	2021	"SPS"	"SPS"	"SPS"	NA
"055927"	"USFWS"	"Fall"	"SPRING CR NFH"	"SPRING CR    29.0159"	"SPRING CR    29.0159"	2017	"CECR"	"CECR"	"CECR"	"DIT"
"211350"	"QDNR"	"Fall"	"QUINAULT LK HATCHERY"	"QUINAULT LK   (21)"	"QUINAULT LK (GRAY)"	2018	"NWC"	"NWC"	"NWC"	"DIT"
"061477"	"CDFW"	"Fall"	"MOK R FISH INS"	"MOKELUMNE RIVER"	"SAN JOAQ SHRM ISL NET PEN"	2017	"SJOA"	"SJOA"	"SJOA"	NA
